"is_active","new_spending","Coupon","Male","ActiveDays","Spending"
1,22.92,0,1,2,38.18
0,0,1,1,0,0
1,29.5,1,1,0,0
0,0,0,1,1,24.73
0,0,1,1,0,0
0,0,1,0,0,0
0,0,0,1,2,33.8
0,0,1,0,1,20.16
0,0,0,0,2,44.58
0,0,1,0,0,0
0,0,0,1,0,0
0,0,1,0,4,88.36
1,18.34,0,0,2,46.4
0,0,1,1,1,21.34
0,0,0,1,3,45.06
0,0,1,1,0,0
1,24.78,0,1,1,26.15
0,0,1,1,1,16.73
0,0,1,1,1,22.75
0,0,1,0,2,10.82
1,27.71,1,0,1,18.12
0,0,0,1,1,15
0,0,1,0,1,24.99
0,0,0,1,2,51.1
1,21.51,0,1,2,50.06
0,0,1,1,1,20.99
0,0,1,1,0,0
1,11.38,0,1,2,29.06
0,0,0,1,1,18.93
0,0,0,0,3,102.3
0,0,0,1,2,31.56
0,0,0,1,1,20.57
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,1,1,21.36
0,0,1,1,0,0
0,0,0,1,1,15.99
1,25.4,0,1,1,22.87
0,0,0,1,3,68.49
0,0,0,1,3,48.06
0,0,1,0,0,0
0,0,1,0,1,19.85
0,0,0,1,2,39.52
1,32.16,0,1,3,75.9
0,0,0,0,1,16.72
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,0,2,40.24
0,0,1,0,1,23.2
0,0,0,0,2,26.78
0,0,0,0,2,43.82
0,0,0,0,2,51.58
0,0,1,0,2,27.28
0,0,0,1,2,26.68
1,22.19,1,1,0,0
0,0,1,0,0,0
1,25.2,1,0,1,17.24
0,0,1,1,0,0
0,0,0,1,3,55.95
0,0,0,0,0,0
1,28.25,0,0,3,78.42
0,0,1,1,1,21.91
0,0,0,1,1,16.6
0,0,0,1,3,74.22
1,17.64,0,1,1,26.74
0,0,1,0,0,0
0,0,0,1,2,41.06
0,0,0,1,1,23.28
0,0,1,0,2,35.42
1,20.21,1,1,2,37.78
0,0,0,1,3,61.47
0,0,1,1,1,24.96
0,0,0,0,2,50.8
0,0,1,0,1,9.74
0,0,1,0,1,22.04
0,0,1,1,0,0
0,0,0,1,2,29.84
0,0,0,1,3,76.35
0,0,0,0,2,19.6
0,0,0,0,2,40.8
0,0,0,1,0,0
0,0,0,1,2,31.76
0,0,0,0,1,9.21
0,0,0,0,3,50.43
0,0,0,1,1,29.61
0,0,0,0,0,0
0,0,0,0,1,28.62
0,0,0,1,3,59.58
1,31.32,1,1,1,20.53
1,19.21,0,0,3,65.22
0,0,0,1,2,45.48
1,29.07,0,1,4,110.24
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,1,1,22.24
0,0,1,0,2,37.24
0,0,0,0,3,43.17
0,0,0,0,2,49.16
1,15.94,0,1,2,32.5
0,0,1,1,1,18.21
1,40.01,1,0,1,29.84
0,0,0,1,1,26.66
0,0,0,0,1,16.04
0,0,0,0,1,10.96
0,0,0,1,1,32.17
0,0,1,1,0,0
0,0,0,0,1,21.79
0,0,0,0,3,62.49
1,24.04,1,0,0,0
0,0,1,1,1,25.02
0,0,0,0,4,132.44
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,1,28.35
0,0,0,1,2,47.54
0,0,0,0,0,0
1,17.34,0,1,1,17.07
0,0,0,1,3,72.6
0,0,1,0,1,27.85
0,0,0,0,2,49.14
0,0,0,1,1,16.06
0,0,1,1,0,0
0,0,1,0,1,26.97
0,0,1,1,1,12.72
0,0,1,1,2,45.94
0,0,1,0,2,32.02
1,19.32,0,0,2,39.48
0,0,0,1,1,15
0,0,0,0,1,13.54
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,2,38.24
0,0,0,0,1,29.76
0,0,0,0,0,0
0,0,0,1,2,31.16
0,0,0,0,2,38
0,0,1,0,0,0
0,0,0,0,1,14.95
0,0,1,1,0,0
0,0,0,0,1,22.39
0,0,0,1,3,73.47
0,0,0,1,1,21.42
0,0,0,1,2,48.98
0,0,1,1,1,26.41
0,0,0,1,2,38.16
0,0,0,1,2,37.22
1,36.34,1,0,1,26.1
0,0,1,0,0,0
0,0,0,0,1,21.45
0,0,0,0,0,0
1,23.74,1,1,1,16.15
0,0,0,1,1,17.62
0,0,1,0,0,0
1,6.4,0,1,2,38.86
0,0,0,0,1,16.47
0,0,1,0,1,26.82
1,34.11,0,1,3,94.86
1,24.23,1,0,2,40.68
0,0,0,0,2,52.26
0,0,0,1,0,0
0,0,0,1,2,15.82
0,0,0,1,3,46.98
0,0,0,0,4,50.76
0,0,1,1,0,0
0,0,0,1,1,5.35
0,0,0,1,2,41.4
0,0,0,1,2,29.86
1,14.3,1,1,1,13.37
0,0,1,1,2,26.04
0,0,0,1,2,47.08
0,0,0,1,2,39.96
0,0,0,1,1,17.12
0,0,0,0,2,38.24
0,0,0,0,2,60.7
1,15.15,1,0,2,29.62
0,0,0,0,2,37.28
0,0,0,1,1,22.09
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,0,2,32.16
0,0,0,1,0,0
0,0,1,0,0,0
0,0,0,0,1,20.34
0,0,0,1,1,23.1
0,0,1,0,0,0
1,30.61,1,1,1,19.58
0,0,1,1,1,16.16
0,0,0,0,2,61.1
1,18.27,0,0,3,55.83
0,0,0,0,1,28.67
0,0,1,0,2,17.66
1,4.73,0,0,4,47.12
0,0,0,0,1,22.88
0,0,0,1,2,59.52
1,11.87,0,0,2,30.24
0,0,0,0,3,30.96
0,0,0,0,1,16.23
0,0,1,0,0,0
0,0,0,0,2,27.64
1,16.94,0,1,1,20.97
0,0,1,0,0,0
0,0,0,1,1,22.76
0,0,0,0,1,24
0,0,1,1,0,0
0,0,1,0,1,20.69
1,22.15,0,0,1,21.54
1,33.57,1,0,0,0
0,0,1,1,0,0
1,29.76,1,0,1,17.75
0,0,0,0,1,16.15
0,0,0,0,2,26.24
1,19.32,0,1,1,24.5
0,0,0,0,0,0
0,0,1,0,2,32.7
0,0,1,0,1,20.01
0,0,0,0,1,15.95
0,0,0,0,1,28.17
1,24.79,1,1,1,18.36
0,0,1,0,0,0
0,0,1,0,1,9.02
1,42.96,1,1,2,48.82
0,0,0,0,0,0
0,0,1,0,1,24.08
1,35.55,0,0,2,57.68
1,26.52,1,0,1,13.06
0,0,1,1,1,16.73
0,0,0,0,2,55.84
0,0,0,1,4,66.52
0,0,0,1,2,30.92
0,0,0,1,1,23.29
1,2.3,1,1,2,20.62
0,0,0,0,2,45.42
0,0,1,1,2,47.6
0,0,1,0,1,15.03
1,14.2,1,1,2,23.24
0,0,0,0,3,63.69
0,0,0,1,2,53.18
0,0,0,1,2,45.04
0,0,1,1,0,0
0,0,0,1,2,41.22
0,0,0,0,2,54.1
0,0,0,1,2,49.18
0,0,0,0,2,40.42
1,25.52,0,0,1,29.49
0,0,0,1,0,0
0,0,0,1,1,18.1
0,0,0,1,1,21.2
1,23.91,0,0,2,51.58
0,0,1,0,0,0
0,0,1,1,1,25.07
0,0,0,1,1,33.2
1,15.94,0,0,2,23.32
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,1,1,26.93
1,36.01,1,0,1,20.44
0,0,0,1,2,31.2
0,0,0,1,1,14.43
0,0,1,1,1,24.08
0,0,1,1,0,0
0,0,0,0,3,31.2
0,0,1,0,0,0
1,25.55,0,1,1,23.14
0,0,0,0,2,36.54
0,0,1,0,0,0
0,0,0,0,2,53.84
0,0,0,0,1,16.27
0,0,0,0,0,0
0,0,0,0,2,40.58
1,6.48,0,0,2,24.04
0,0,0,0,2,42.2
1,36.22,1,1,0,0
0,0,0,1,0,0
0,0,0,1,4,78.08
0,0,0,1,1,31.59
0,0,1,1,2,27.32
0,0,0,1,1,17.57
0,0,1,0,1,23.58
0,0,0,1,1,24.81
0,0,1,1,0,0
0,0,0,1,1,15.26
1,29.99,0,1,3,85.86
0,0,1,1,0,0
0,0,1,1,0,0
1,5.43,0,0,2,17.02
1,22.94,0,0,3,58.68
0,0,0,1,3,41.73
0,0,0,1,1,22.51
0,0,0,1,2,38.96
0,0,0,0,1,16.84
0,0,1,1,1,18.28
0,0,1,0,0,0
0,0,0,1,2,32.5
0,0,1,0,1,21.27
0,0,0,1,3,66
0,0,1,0,2,40.04
0,0,0,1,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,0,1,19.26
0,0,0,1,3,67.62
0,0,0,0,1,30.6
0,0,1,0,0,0
1,31.45,0,0,1,27.35
0,0,0,0,2,44.58
1,14.03,0,0,1,19.04
1,36.54,1,1,1,24.94
1,35.71,0,1,2,56.3
0,0,1,0,1,11.64
1,13.28,0,1,1,17.56
0,0,0,0,2,53.48
0,0,0,0,1,20.8
1,17.23,0,0,3,64.83
1,16.85,0,0,1,11.69
0,0,1,0,0,0
0,0,0,0,1,29.59
0,0,0,0,2,34.5
0,0,1,1,0,0
0,0,0,1,2,28.96
0,0,1,0,0,0
0,0,0,1,4,94.32
0,0,0,1,2,46.4
0,0,0,0,1,17.43
0,0,1,1,1,23.75
1,18.25,1,1,3,35.64
0,0,0,0,2,60.8
1,28.44,1,1,1,23.05
1,29.35,1,1,0,0
0,0,0,0,1,19.68
1,31.16,0,0,3,100.29
0,0,1,1,1,22.54
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,1,1,20.7
0,0,1,1,0,0
1,18.78,1,0,1,13.41
0,0,0,1,2,48.2
0,0,0,0,1,25.55
1,11.95,0,0,2,31.1
1,28.85,0,1,3,97.74
1,30.97,1,0,3,63.03
1,41.43,0,0,3,85.17
1,5.91,0,0,2,24.14
1,14.93,1,1,2,20.88
0,0,0,1,4,96.6
0,0,0,0,1,16.65
1,25.18,0,1,3,62.25
0,0,0,0,3,40.89
0,0,1,0,0,0
1,15.84,0,0,2,39.16
1,14.96,0,0,1,14.96
0,0,0,0,1,23.24
1,40.96,0,0,2,56.74
0,0,0,1,2,37.26
0,0,0,1,0,0
0,0,0,1,2,41.5
0,0,0,1,1,18.99
0,0,0,1,1,20.07
1,29.78,1,0,1,25.17
1,19.28,0,1,2,48.44
0,0,1,0,0,0
1,37.7,1,1,1,23.03
1,25.59,1,1,1,16.01
0,0,0,1,1,26.17
1,21.49,1,1,1,13.88
0,0,1,1,0,0
0,0,0,1,3,93.3
0,0,1,0,0,0
1,9.59,0,0,2,36.06
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,1,20.76
0,0,0,1,2,29.86
0,0,1,1,0,0
0,0,0,1,3,39.36
1,22.86,1,1,1,18.14
1,13.88,0,0,2,25.64
0,0,0,1,3,36.15
1,9.18,0,0,2,18.16
0,0,0,0,2,38.5
0,0,1,0,0,0
0,0,1,1,1,17.88
0,0,0,1,2,24.94
1,15.04,0,1,2,26.76
0,0,0,1,2,42.72
0,0,0,0,0,0
0,0,1,1,1,17.74
1,30.33,1,0,1,22.97
1,30.72,0,0,3,69.09
0,0,1,0,1,27.87
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,1,0,0
1,22.37,0,1,4,82.36
1,20.93,0,0,1,10.06
0,0,0,1,0,0
1,25.55,0,0,2,45.82
1,32.24,0,0,1,28.29
1,35.49,1,0,2,50.28
0,0,1,1,2,32.12
0,0,0,0,2,14.48
0,0,0,1,3,66.51
0,0,0,1,1,30.42
0,0,1,1,1,29.48
1,26.87,1,0,1,16.73
0,0,0,0,3,78.78
0,0,0,1,1,16.92
1,34.53,0,1,2,44.58
0,0,0,1,3,80.37
0,0,0,1,2,52.46
0,0,1,1,1,26.19
1,20.88,0,0,2,32.84
0,0,0,0,1,21.52
1,46.95,1,1,3,93.96
0,0,0,0,2,64.5
0,0,0,0,1,24.46
0,0,1,1,0,0
0,0,0,0,1,29.31
0,0,0,0,1,24.11
1,24.93,0,0,5,120.55
0,0,1,0,1,17.33
0,0,0,0,1,18.21
1,14.35,1,1,0,0
1,22.45,0,0,2,39.66
0,0,0,1,1,12.68
0,0,1,1,0,0
1,22.97,0,1,2,46.18
0,0,0,0,4,115.48
0,0,0,1,2,35.74
1,33.35,0,1,2,52.52
0,0,0,0,2,44.92
0,0,1,0,1,17.69
0,0,1,0,1,23.73
0,0,1,1,2,27.54
1,28.83,1,1,1,18.85
1,24.25,1,0,2,50.8
0,0,0,1,2,46.06
0,0,0,1,1,11.37
0,0,1,1,1,24.86
0,0,0,0,2,10.2
0,0,0,1,1,21.29
1,14.58,1,0,2,21.4
0,0,1,1,0,0
0,0,0,0,2,44.46
0,0,0,0,2,28.88
0,0,0,0,0,0
0,0,0,1,1,10.78
1,29.6,0,1,1,28.19
1,12.68,0,0,3,42.24
0,0,0,0,0,0
1,16.23,0,1,3,43.38
1,7.46,0,1,1,12.55
1,5.34,1,1,1,11.45
0,0,1,0,0,0
1,13.88,0,1,2,30.74
0,0,0,1,2,48.52
0,0,0,0,3,60.57
0,0,1,1,1,14.53
0,0,0,1,2,48.8
1,32.27,1,0,2,42.96
1,20.2,0,1,2,34.74
0,0,1,0,0,0
0,0,0,0,3,61.47
0,0,1,1,1,14.52
0,0,0,1,3,59.88
0,0,0,0,1,30.91
0,0,0,1,2,33.06
0,0,0,1,1,29.75
0,0,1,0,0,0
0,0,0,1,1,17.67
1,7.19,0,1,3,49.26
0,0,0,0,2,59.08
0,0,1,1,0,0
1,8.57,0,0,3,39.45
1,8.64,1,0,2,19.06
0,0,1,0,1,20.67
0,0,1,1,0,0
0,0,1,0,2,20.28
0,0,0,0,2,21.76
1,21.3,0,1,3,50.7
0,0,0,1,3,61.53
0,0,0,1,1,24.46
1,29.24,0,0,5,153.6
0,0,0,1,1,17.44
0,0,1,1,0,0
0,0,0,0,2,38.98
1,22.03,0,0,1,22.65
0,0,1,1,3,84.03
0,0,0,1,2,21.6
0,0,0,0,2,32.5
0,0,1,0,1,11.86
1,24.41,1,0,1,20.44
0,0,0,0,2,43.14
0,0,1,0,1,20.5
0,0,1,0,0,0
0,0,1,1,1,22.47
0,0,1,0,1,7.6
0,0,0,0,1,30.23
1,15.11,0,1,1,11.61
1,19.03,0,1,2,41.96
0,0,1,0,1,17.39
0,0,0,1,2,34.64
1,17.1,1,1,2,27.28
0,0,0,0,2,39.24
0,0,0,0,2,59.5
0,0,1,0,0,0
1,18.67,0,0,3,71.82
0,0,0,1,3,30.78
1,12.02,1,1,4,58.68
0,0,0,1,2,37.56
0,0,1,0,1,14.55
0,0,0,0,1,25.79
0,0,0,0,3,72.15
0,0,1,1,1,19.34
0,0,0,0,2,64.26
0,0,1,0,0,0
0,0,0,1,2,38.5
0,0,0,1,2,40.98
0,0,0,0,3,69.09
0,0,0,0,1,23.43
1,29.14,1,0,1,20.98
0,0,0,0,1,16.09
0,0,0,0,1,18.95
0,0,0,1,1,25.42
1,37.33,0,1,1,26.55
0,0,0,0,2,39.48
0,0,0,0,1,19.73
0,0,0,1,1,26.6
1,19.09,0,0,2,29.3
0,0,0,0,3,89.88
0,0,1,0,0,0
0,0,1,1,0,0
1,26.72,0,1,2,44.9
1,5.92,0,0,1,13.17
0,0,0,0,1,5.14
1,23.61,0,0,2,34.5
0,0,1,0,1,16.9
0,0,0,1,1,24.73
0,0,1,0,0,0
0,0,0,0,1,19.2
0,0,0,1,2,40.82
1,32.72,1,0,1,24.29
1,18.52,0,1,5,72.7
0,0,1,1,1,22.23
0,0,0,0,2,62.08
0,0,0,0,3,76.08
0,0,0,0,1,28.34
1,24.72,1,1,1,19.44
0,0,0,1,2,41.1
0,0,1,0,1,8.8
0,0,0,0,2,51.92
0,0,0,0,1,20.01
0,0,1,1,1,19.1
0,0,0,0,2,41.76
1,19.95,0,0,3,65.25
0,0,1,1,2,27.66
0,0,1,0,1,26.07
0,0,0,0,1,11.35
1,25.23,0,0,2,45.26
0,0,0,0,2,46.82
0,0,0,1,0,0
0,0,0,1,1,21.03
0,0,1,0,1,11.07
1,25.62,0,1,3,68.94
1,19.8,0,1,2,34.2
1,28.4,0,0,3,66.63
0,0,0,1,2,44.1
1,13.4,0,0,1,14.52
0,0,1,1,1,19.1
1,12.38,0,0,3,49.47
1,32.55,1,1,1,25.11
0,0,1,1,1,21.19
0,0,0,1,3,87.03
0,0,1,1,0,0
0,0,0,0,1,3.39
0,0,1,0,1,8.62
0,0,0,0,0,0
0,0,0,0,3,27.51
0,0,0,0,1,20.04
0,0,1,1,0,0
0,0,0,0,2,25
0,0,0,0,1,21.89
0,0,1,1,3,19.65
1,31.77,0,0,4,79.16
1,24.66,0,0,1,29.01
1,20.79,1,0,1,21.4
0,0,0,0,2,23.96
0,0,0,0,3,77.1
0,0,0,1,2,39.04
0,0,1,0,0,0
0,0,0,1,2,26.64
0,0,0,1,3,87
1,19.89,1,1,2,38.32
1,39.57,0,1,1,30.51
0,0,1,1,0,0
1,15.51,0,0,3,76.11
0,0,0,1,3,56.7
0,0,0,0,2,35.86
0,0,0,1,1,30.82
1,20.71,0,1,2,44.68
0,0,1,1,1,19.86
0,0,1,0,0,0
0,0,1,1,2,46.26
0,0,0,0,1,26.68
0,0,1,0,1,23.49
0,0,0,0,2,46.1
0,0,0,1,1,15.96
0,0,0,1,4,93.72
1,9.62,1,1,1,15.97
0,0,0,1,3,40.53
0,0,1,1,0,0
0,0,0,1,0,0
1,11.69,0,1,2,34.2
0,0,0,0,2,45
0,0,0,1,2,32.82
0,0,1,0,1,26.46
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,3,55.8
0,0,0,1,2,38.58
0,0,1,0,1,11.53
0,0,1,1,1,19.68
0,0,0,1,2,38.6
0,0,0,1,1,8.41
0,0,1,0,0,0
0,0,0,1,1,17.39
0,0,1,0,1,19.37
0,0,1,1,1,25.88
0,0,0,1,0,0
0,0,0,1,2,37.62
0,0,0,1,2,19.14
1,13.11,0,0,1,23.06
1,29.24,0,1,3,87.69
1,20.3,0,1,1,18.72
0,0,0,0,2,20.12
0,0,1,1,0,0
1,13.16,0,0,2,36.12
0,0,1,1,1,17.6
0,0,1,1,0,0
1,26.94,1,1,1,23.42
0,0,1,0,0,0
0,0,0,1,2,37.92
1,21.89,0,0,3,71.4
0,0,0,1,1,11.66
0,0,0,0,0,0
1,8.73,0,1,2,33.94
0,0,1,0,1,15.4
0,0,0,0,1,17.4
1,29.35,0,1,2,47.84
0,0,1,0,0,0
1,17.87,0,0,1,18.18
0,0,0,0,2,29.24
0,0,0,1,2,34.66
1,22.15,1,0,2,43.94
0,0,0,0,2,31.58
1,29.4,1,1,2,53.9
1,35.75,0,0,4,108.44
0,0,1,0,1,8.95
0,0,0,1,1,13.07
0,0,1,0,0,0
0,0,0,1,2,38.24
0,0,1,0,1,16.92
0,0,0,0,2,32.46
0,0,0,0,3,82.05
0,0,1,0,1,4.64
0,0,1,1,0,0
0,0,0,0,2,52.82
0,0,0,1,1,22.36
0,0,1,0,0,0
0,0,1,0,0,0
0,0,0,1,1,20.95
1,20.62,0,1,1,17.21
1,19.75,0,0,2,32.88
1,18.78,0,0,1,22.26
0,0,0,1,2,45.86
0,0,0,1,1,10.57
1,24.05,0,0,2,44.26
0,0,0,0,3,78.84
1,19.07,0,0,2,38.52
0,0,0,0,2,52.92
1,30.19,1,0,1,25.66
1,20.57,0,0,2,46.92
0,0,0,0,2,41.22
0,0,1,1,0,0
0,0,0,1,3,104.13
0,0,0,0,2,35.16
1,16.8,0,1,1,18.09
0,0,0,0,2,32.42
0,0,1,0,0,0
0,0,1,1,0,0
0,0,0,1,1,25.49
0,0,0,0,2,29.06
0,0,0,0,1,17.29
0,0,1,0,1,21.56
0,0,0,1,1,31.57
0,0,0,0,3,74.73
0,0,1,1,1,22.54
0,0,1,1,0,0
0,0,0,0,1,7.84
0,0,1,1,0,0
0,0,0,0,2,30.82
1,19.17,1,1,4,57.2
1,20.35,0,0,1,19.86
0,0,1,0,1,16.41
0,0,0,1,1,13.64
0,0,0,0,1,29.47
1,19.98,0,0,4,73.28
0,0,0,0,2,54.66
0,0,1,1,1,11.03
0,0,1,1,0,0
1,13.12,0,0,5,103.8
0,0,0,0,1,13
0,0,0,0,2,28.26
0,0,1,1,1,24.28
0,0,0,0,2,33.72
1,23.8,1,1,2,36.76
0,0,0,1,1,14.33
0,0,0,1,1,26.32
1,9.18,0,1,3,40.2
0,0,1,0,1,15.95
0,0,0,1,1,26.3
0,0,1,0,0,0
0,0,0,1,2,55.48
1,4.66,0,1,3,46.62
0,0,0,0,1,20.4
0,0,0,1,1,30.02
0,0,0,1,0,0
0,0,1,1,0,0
0,0,1,1,1,23.97
0,0,1,1,2,39.24
0,0,1,0,0,0
0,0,0,1,3,44.79
0,0,1,0,0,0
0,0,0,1,0,0
0,0,1,1,2,44.82
0,0,1,0,1,14.9
0,0,0,1,3,26.22
0,0,1,0,0,0
1,24.12,0,1,3,57.93
1,6.88,0,0,4,54.6
0,0,0,1,1,31.35
0,0,0,0,1,29.21
0,0,1,1,1,23.41
0,0,0,0,0,0
0,0,0,0,2,62.14
1,19.97,0,0,1,16.4
0,0,0,1,1,16.54
0,0,1,1,1,15
0,0,0,1,1,11.13
0,0,1,1,1,13.58
0,0,1,0,0,0
0,0,0,1,0,0
1,16.7,0,1,1,21.58
0,0,1,0,0,0
0,0,0,0,1,21.21
0,0,1,0,1,23.69
0,0,1,0,0,0
0,0,0,0,2,41.76
1,30.23,0,0,3,71.1
0,0,1,1,0,0
0,0,0,0,3,19.02
0,0,1,0,0,0
0,0,1,0,1,23.82
0,0,1,0,0,0
0,0,1,0,2,27.38
0,0,1,1,1,13.59
0,0,0,0,3,38.37
1,24.92,1,0,1,19.74
0,0,1,0,1,15.9
0,0,0,1,1,19.26
0,0,1,1,5,133.1
0,0,0,0,1,15.87
0,0,1,0,1,19.5
1,12.71,0,0,3,39.99
0,0,0,0,2,23.62
1,16.03,1,0,2,24.46
0,0,0,0,1,20.81
0,0,0,1,1,19.82
0,0,1,1,0,0
0,0,0,0,1,17.21
0,0,1,1,1,6.23
0,0,1,1,0,0
0,0,1,0,0,0
0,0,1,0,1,13.13
0,0,0,0,1,13.92
0,0,1,0,0,0
0,0,0,0,1,15.17
1,35.44,0,1,1,28.97
0,0,1,1,1,19.67
0,0,1,0,1,14
1,29.69,0,1,3,46.5
1,38.52,0,0,2,46.02
0,0,0,1,3,79.5
0,0,0,0,0,0
0,0,0,1,1,20.58
0,0,0,0,0,0
0,0,0,0,4,95.16
1,14.38,0,0,4,78.48
0,0,1,1,1,17.42
0,0,0,1,2,42.5
0,0,0,1,3,43.59
0,0,0,1,2,40.52
0,0,0,1,4,95.16
1,12.04,0,0,3,51.48
0,0,0,0,1,15.12
1,36.88,1,0,2,54.72
0,0,1,1,1,4.4
0,0,1,1,0,0
0,0,0,0,2,41.5
0,0,0,1,0,0
1,20.78,0,0,2,35.78
1,26.73,0,1,2,41.72
0,0,1,1,1,22.09
1,27.17,0,1,2,40.92
0,0,0,0,2,37.14
0,0,0,1,0,0
1,11.02,1,1,2,27.06
0,0,1,1,1,21.18
0,0,0,0,3,86.82
0,0,1,0,0,0
1,31.29,0,0,2,52.86
0,0,0,1,3,66.51
0,0,1,0,0,0
0,0,0,1,2,60.24
0,0,1,0,1,21.17
0,0,0,1,3,53.61
0,0,1,1,1,23.14
0,0,0,0,2,30.9
1,33.26,0,1,2,50.34
0,0,0,1,2,65.66
0,0,0,0,2,49.66
0,0,0,1,3,67.14
0,0,0,0,1,20.83
1,21.63,1,0,1,23.4
0,0,0,1,2,52.7
0,0,0,0,1,29.54
0,0,1,0,0,0
0,0,0,1,3,82.5
0,0,0,0,4,83.84
0,0,0,0,2,39.42
0,0,1,0,1,17.51
0,0,1,0,0,0
0,0,1,1,1,18.97
0,0,1,1,0,0
1,24.46,0,0,1,24.53
1,30.47,1,0,1,22.17
0,0,1,0,1,16.53
0,0,0,0,2,61.14
0,0,0,1,1,15.02
0,0,0,0,1,24.88
0,0,0,0,2,29.42
0,0,0,1,1,27.86
0,0,0,1,2,40.78
1,15.25,1,1,1,11.72
0,0,1,1,1,25.35
0,0,1,0,1,16.56
0,0,0,0,3,70.38
0,0,1,1,1,19.21
0,0,1,0,1,19.94
0,0,1,1,0,0
0,0,0,1,1,23.83
0,0,1,1,0,0
0,0,0,0,1,24.55
0,0,0,1,1,24.97
0,0,1,1,0,0
0,0,1,1,1,23.44
1,10.72,0,1,3,41.64
1,16.81,0,0,4,82.92
1,24.58,1,0,1,19.95
0,0,1,1,0,0
0,0,0,0,1,24.88
0,0,1,0,0,0
0,0,1,1,2,21.44
1,26.18,1,1,0,0
0,0,1,1,1,12.98
0,0,1,1,0,0
0,0,0,0,2,47.2
0,0,0,0,1,22.56
0,0,0,0,1,19.5
0,0,0,0,0,0
0,0,0,1,4,102.92
1,27.25,0,0,6,117.36
0,0,1,1,0,0
0,0,1,1,1,12.67
0,0,0,1,3,42.93
1,23.05,0,1,2,38.52
0,0,0,0,0,0
0,0,1,0,2,21.78
1,18.7,0,1,5,100.35
0,0,0,0,1,21.53
0,0,1,1,1,18.77
1,39.42,1,0,3,90.48
1,18.59,0,1,1,26.23
0,0,0,0,2,35.76
1,23.2,1,0,2,25.12
0,0,0,0,2,47.58
1,15.1,0,0,2,27.56
0,0,1,0,0,0
1,25.63,0,1,2,38.48
0,0,1,0,0,0
0,0,0,0,1,34.79
1,24.77,0,0,2,53.88
0,0,0,1,1,11.09
0,0,1,1,0,0
1,5.12,0,1,1,11.2
0,0,1,1,0,0
0,0,1,0,1,38.46
0,0,0,0,2,46.4
0,0,1,1,1,21.94
0,0,1,0,1,25.21
0,0,0,0,0,0
0,0,0,1,1,24.81
0,0,0,0,2,41.62
1,20.81,1,1,2,39.64
0,0,1,1,0,0
0,0,1,1,0,0
0,0,0,1,2,59.26
0,0,0,0,1,22.6
0,0,1,0,1,16.11
1,19.87,0,1,1,13.61
0,0,0,1,1,20.97
1,40.48,0,0,1,38.15
0,0,1,1,1,24.8
0,0,0,0,3,37.11
1,43.4,1,1,1,26.32
0,0,0,1,2,56.86
1,30.13,0,1,1,30.77
1,13.7,0,1,2,26.44
0,0,0,0,0,0
0,0,0,0,1,19.44
0,0,0,1,1,24.8
1,16.41,0,0,3,42.48
1,13.87,0,0,2,28.92
0,0,1,1,1,21.83
0,0,1,1,0,0
0,0,0,1,2,37.52
0,0,1,1,0,0
0,0,0,1,2,71.66
0,0,1,0,2,58.18
1,31.1,0,0,3,81.42
0,0,0,0,3,36.57
0,0,1,1,1,14.39
0,0,1,0,0,0
0,0,0,0,2,37.78
0,0,1,0,0,0
0,0,1,1,1,34.48
0,0,0,0,2,41.22
0,0,1,0,0,0
0,0,0,0,1,26.7
0,0,0,0,2,52.32
0,0,1,1,1,15.33
0,0,0,0,2,40.2
0,0,0,1,1,17.67
1,11.36,0,1,3,27.12
0,0,1,0,1,15.14
0,0,0,0,3,64.62
0,0,0,0,1,25.84
1,20.62,1,1,4,84.2
0,0,0,0,0,0
1,21.66,1,1,1,9.35
1,27.11,1,1,1,20.06
1,24.78,0,0,1,18.62
1,19.8,1,0,0,0
1,23.96,0,0,3,36.18
0,0,0,0,1,25.24
1,10.03,0,0,3,35.58
1,10.84,1,1,1,10.8
1,11.55,1,1,1,19.74
1,22.9,0,1,3,70.53
0,0,0,1,2,43.74
0,0,0,0,0,0
0,0,0,1,1,1.25
0,0,0,0,3,78.54
0,0,0,0,1,14.14
0,0,1,1,0,0
0,0,1,0,2,22.46
0,0,0,0,1,28.93
1,24.92,0,1,3,43.08
0,0,0,1,1,26.16
0,0,1,0,3,17.58
1,29.52,0,0,4,102.36
1,27.1,0,1,2,45.98
1,12.65,0,0,2,35.82
0,0,0,1,2,55.34
0,0,1,0,1,11.2
0,0,0,1,1,30.19
0,0,0,1,1,20.8
0,0,0,1,4,101
0,0,0,0,2,42.66
0,0,0,1,1,31.07
0,0,0,1,2,43.18
0,0,1,1,2,40.24
